SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,119 W 122nd St,New York,NY,10027,2125000,8,4.0,New York (Manhattan),4126,2027,1910,2,515,,Active,March-15-2026 02:30 PM,March-15-2026 03:30 PM,https://www.redfin.com/NY/New-York/119-W-122nd-St-10027/home/173993397,OneKey® MLS as Distributed by MLS Grid,971383,N,Y,40.8063938,-73.9478073
MLS Listing,,Multi-Family (2-4 Unit),664 Remsen Ave,Brooklyn,NY,11236,975000,4,2.0,Brooklyn,2332,2200,1935,2,418,,Active,,,https://www.redfin.com/NY/Brooklyn/664-Remsen-Ave-11236/home/40775265,OneKey® MLS as Distributed by MLS Grid,971372,N,Y,40.6506104,-73.9179637
MLS Listing,,Multi-Family (2-4 Unit),155-17 65th Ave,Flushing,NY,11367,1150000,4,2.0,Flushing,1548,1967,1940,2,743,,Active,,,https://www.redfin.com/NY/Flushing/15517-65th-Ave-11367/home/20820437,OneKey® MLS as Distributed by MLS Grid,971146,N,Y,40.7372766,-73.8126133
MLS Listing,,Single Family Residential,47 Garden St,Staten Island,NY,10314,819000,3,1.5,Westerleigh,1584,1018,1995,2,517,,Active,,,https://www.redfin.com/NY/Staten-Island/47-Garden-St-10314/home/56095806,SIBORMLS,2601300,N,Y,40.6116056,-74.1238919
MLS Listing,,Single Family Residential,103-17 113th St,South Richmond Hill,NY,11419,699999,3,1.0,Richmond Hill S.,1290,1942,1920,2,543,,Active,,,https://www.redfin.com/NY/South-Richmond-Hill/10317-113th-St-11419/home/20771717,OneKey® MLS as Distributed by MLS Grid,971355,N,Y,40.6860663,-73.8296038
MLS Listing,,Condo/Co-op,105-37 64th Ave Unit 3C,Forest Hills,NY,11375,220000,0,1.0,Aero Management,500,,1960,2,440,,Active,,,https://www.redfin.com/NY/Forest-Hills/10537-64th-Ave-11375/unit-3C/home/20657037,OneKey® MLS as Distributed by MLS Grid,967893,N,Y,40.7330683,-73.8505846
MLS Listing,,Single Family Residential,15 Washington Blvd,Mount Vernon,NY,10550,475000,2,1.0,Mount Vernon,772,3049,1921,2,615,,Active,,,https://www.redfin.com/NY/Mount-Vernon/15-Washington-Blvd-10550/home/19997975,OneKey® MLS as Distributed by MLS Grid,971330,N,Y,40.8939606,-73.8283653
MLS Listing,,Multi-Family (2-4 Unit),54-35 69th Ln,Maspeth,NY,11378,1398000,6,4.0,Maspeth,2000,2250,1940,2,699,,Active,,,https://www.redfin.com/NY/Maspeth/5435-69th-Ln-11378/home/20909365,OneKey® MLS as Distributed by MLS Grid,965356,N,Y,40.7282179,-73.8937198
MLS Listing,,Multi-Family (2-4 Unit),246 W 132nd St,New York,NY,10027,2595000,5,5.0,New York (Manhattan),4860,1800,1910,2,534,,Active,March-15-2026 04:00 PM,March-15-2026 05:00 PM,https://www.redfin.com/NY/New-York/246-W-132nd-St-10027/home/45306588,OneKey® MLS as Distributed by MLS Grid,971345,N,Y,40.8138965,-73.9467454
MLS Listing,,Condo/Co-op,33-47 91st St Unit 5A,Jackson Heights,NY,11372,125790,2,1.5,Jackson Heights,,,1958,2,,,Active,,,https://www.redfin.com/NY/Jackson-Heights/3347-91st-St-11372/unit-5A/home/20659955,OneKey® MLS as Distributed by MLS Grid,971320,N,Y,40.7550901,-73.876501
MLS Listing,,Multi-Family (2-4 Unit),311 Liberty Ave,Staten Island,NY,10305,1299999,6,3.0,Dongan Hills- Below Hylan,2802,3755,2026,2,464,,Active,,,https://www.redfin.com/NY/Staten-Island/311-Liberty-Ave-10305/home/192364133,SIBORMLS,2601299,N,Y,40.5855391,-74.0913405
MLS Listing,,Condo/Co-op,1517 70th St Unit 2B,Brooklyn,NY,11228,755000,3,2.0,Brooklyn,1153,,2006,2,655,,Active,March-15-2026 12:00 PM,March-15-2026 02:00 PM,https://www.redfin.com/NY/Brooklyn/1517-70th-St-11228/unit-2B/home/40918053,BNYMLS,499598,N,Y,40.6203472,-73.9994078
MLS Listing,,Single Family Residential,1260 Adee Ave,Bronx,NY,10469,610000,2,2.0,Bronx,1080,2025,1940,2,565,,Active,,,https://www.redfin.com/NY/Bronx/1260-Adee-Ave-10469/home/44734763,OneKey® MLS as Distributed by MLS Grid,971325,N,Y,40.8691985,-73.8503718
MLS Listing,,Single Family Residential,11 Ocean Driveway,Staten Island,NY,10312,899999,3,1.5,S.E. Annadale,2156,2500,1956,2,417,,Active,,,https://www.redfin.com/NY/Staten-Island/11-Ocean-Driveway-10312/home/56034810,SIBORMLS,2601297,N,Y,40.5280631,-74.1610524
MLS Listing,,Single Family Residential,68 Daffodil Ln,Staten Island,NY,10314,379999,1,1.0,Heartland Village,661,661,1990,2,575,207,Active,,,https://www.redfin.com/NY/Staten-Island/68-Daffodil-Ln-10314/home/56038445,SIBORMLS,2601296,N,Y,40.5852354,-74.162924
MLS Listing,,Multi-Family (2-4 Unit),770 Woolley Ave,Staten Island,NY,10314,790000,4,2.0,Willowbrook,1568,3632,1970,2,504,,Active,,,https://www.redfin.com/NY/Staten-Island/770-Woolley-Ave-10314/home/56062612,SIBORMLS,2601294,N,Y,40.6038797,-74.1407884
MLS Listing,,Multi-Family (2-4 Unit),84-30 102nd Ave,Ozone Park,NY,11416,959000,5,3.0,Ozone Park,1224,2523,1920,2,783,,Pre On-Market,,,https://www.redfin.com/NY/Ozone-Park/8430-102nd-Ave-11416/home/20782605,OneKey® MLS as Distributed by MLS Grid,964305,N,Y,40.681089,-73.8539095
MLS Listing,,Condo/Co-op,1200 Gravesend Neck Rd Unit 4E,Brooklyn,NY,11229,319000,1,1.0,Brooklyn,900,,,2,354,,Active,March-15-2026 03:00 AM,March-15-2026 04:00 PM,https://www.redfin.com/NY/Brooklyn/1200-Gravesend-Neck-Rd-11229/unit-4E/home/40919879,BNYMLS,499607,N,Y,40.594139,-73.9578875
MLS Listing,,Single Family Residential,309 Liberty Ave,Staten Island,NY,10305,1049999,4,3.5,Dongan Hills- Below Hylan,1673,2500,2026,2,628,,Active,,,https://www.redfin.com/NY/Staten-Island/309-Liberty-Ave-10305/home/200858835,SIBORMLS,2601291,N,Y,40.5854531,-74.0916492
MLS Listing,,Multi-Family (2-4 Unit),714 St. Marks Ave,Brooklyn,NY,11216,1799999,6,2.5,Brooklyn,3600,1800,1910,2,500,,Active,,,https://www.redfin.com/NY/Brooklyn/714-Saint-Marks-Ave-11216/home/195213952,BNYMLS,499608,N,Y,40.6749977,-73.9495293
MLS Listing,,Condo/Co-op,170 72nd St #588,Brooklyn,NY,11209,349000,1,1.0,Brooklyn,700,,1932,2,499,,Active,,,https://www.redfin.com/NY/Brooklyn/170-72nd-St-11209/unit-588/home/40651103,BNYMLS,499604,N,Y,40.6343347,-74.0307747
MLS Listing,,Condo/Co-op,163 Beach 128 St Unit 3A,Rockaway Park,NY,11694,699000,2,2.5,Belle Harbor,1475,,1989,2,474,,Active,,,https://www.redfin.com/NY/Rockaway-Park/163-Beach-128th-St-11694/unit-3A/home/20669539,BNYMLS,499568,N,Y,40.5751113,-73.8467705
MLS Listing,,Multi-Family (2-4 Unit),2753 Wallace Ave,Bronx,NY,10467,1500000,9,4.0,Bronx,3160,2600,1925,2,475,,Active,,,https://www.redfin.com/NY/Bronx/2753-Wallace-Ave-10467/home/44741414,OneKey® MLS as Distributed by MLS Grid,971282,N,Y,40.8674542,-73.8646869
MLS Listing,,Multi-Family (2-4 Unit),91-59 Chicot Rd,Ozone Park,NY,11417,729888,2,1.0,Ozone Park,1024,2500,1920,2,713,,Active,,,https://www.redfin.com/NY/Ozone-Park/9159-Chicot-Ct-11417/home/20729734,OneKey® MLS as Distributed by MLS Grid,971221,N,Y,40.6761423,-73.8442904
MLS Listing,,Multi-Family (2-4 Unit),3133 Nostrand Ave,Brooklyn,NY,11229,1630000,5,2.5,Brooklyn,2161,2108,1930,2,754,,Active,,,https://www.redfin.com/NY/Brooklyn/3133-Nostrand-Ave-11229/home/40846236,BNYMLS,499578,N,Y,40.6079625,-73.9429969
MLS Listing,,Single Family Residential,120-30 226th St,Cambria Heights,NY,11411,1050000,7,4.0,Cambria Heights,2850,4000,1945,2,368,,Active,,,https://www.redfin.com/NY/Cambria-Heights/12030-226th-St-11411/home/20697850,OneKey® MLS as Distributed by MLS Grid,971275,N,Y,40.6878311,-73.7381342
MLS Listing,,Single Family Residential,21607 110th Ave,Queens Village,NY,11429,920000,4,3.0,Queens Village,1540,4000,1930,2,597,,Active,,,https://www.redfin.com/NY/Queens-Village/21607-110th-Ave-11429/home/20736782,OneKey® MLS as Distributed by MLS Grid,971276,N,Y,40.7087472,-73.7412466
MLS Listing,,Condo/Co-op,2550 Olinville Ave Unit 2H,The Bronx,NY,10467,235000,1,1.0,Bronx,752,,1965,2,313,,Active,,,https://www.redfin.com/NY/The-Bronx/2550-Olinville-Ave-10467/unit-2H/home/144677233,OneKey® MLS as Distributed by MLS Grid,971271,N,Y,40.8644237,-73.8680481
MLS Listing,,Condo/Co-op,1594 Metropolitan Ave Unit MH,Bronx,NY,10462,250000,1,1.0,Bronx,613,,1942,2,408,787,Active,,,https://www.redfin.com/NY/Bronx/1594-Metropolitan-Ave-10462/unit-MH/home/44747204,OneKey® MLS as Distributed by MLS Grid,971247,N,Y,40.8391003,-73.8566691
MLS Listing,,Multi-Family (2-4 Unit),1330 Croes Ave,Bronx,NY,10472,1350000,6,,Bronx,3685,2500,1930,2,366,,Pre On-Market,,,https://www.redfin.com/NY/Bronx/1330-Croes-Ave-10472/home/44759839,OneKey® MLS as Distributed by MLS Grid,964601,N,Y,40.8334107,-73.8712984
MLS Listing,,Single Family Residential,28 Jamie Ln,Staten Island,NY,10312,540000,2,2.0,Arden Heights,1524,516,1999,2,354,158,Active,,,https://www.redfin.com/NY/Staten-Island/28-Jamie-Ln-10312/home/56136281,SIBORMLS,2601289,N,Y,40.5631746,-74.1845491
MLS Listing,,Condo/Co-op,7666 Austin St Unit 5C,Forest Hills,NY,11375,378000,2,1.0,Forest Hills,850,,1931,2,445,,Pre On-Market,,,https://www.redfin.com/NY/Forest-Hills/7666-Austin-St-11375/unit-5C/home/21696959,OneKey® MLS as Distributed by MLS Grid,971027,N,Y,40.714681,-73.8359142
MLS Listing,,Condo/Co-op,1213 Avenue Z Unit B38,Brooklyn,NY,11235,409000,1,1.0,Brooklyn,900,,1960,2,454,,Active,,,https://www.redfin.com/NY/Brooklyn/1213-Avenue-Z-11235/unit-B38/home/40673108,OneKey® MLS as Distributed by MLS Grid,971045,N,Y,40.5881956,-73.9574713
MLS Listing,,Condo/Co-op,1165 E 54th St Unit 1Z,Brooklyn,NY,11234,139000,1,1.0,Brooklyn,522,,,2,266,,Active,,,https://www.redfin.com/NY/Brooklyn/1165-E-54th-St-11234/unit-1Z/home/195636674,BNYMLS,499398,N,Y,40.6295092,-73.9236411
MLS Listing,,Single Family Residential,10424 210th St,Queens Village,NY,11429,824998,4,1.0,Queens Village,1016,4000,1945,2,812,,Active,,,https://www.redfin.com/NY/Queens-Village/10424-210th-St-11429/home/20738721,OneKey® MLS as Distributed by MLS Grid,971249,N,Y,40.7104547,-73.7488024
MLS Listing,,Single Family Residential,63 Bogota St,Staten Island,NY,10314,664900,3,2.5,New Springville,1200,1260,1993,2,554,,Active,,,https://www.redfin.com/NY/Staten-Island/63-Bogota-St-10314/home/56042779,SIBORMLS,2601288,N,Y,40.5860884,-74.1473207
MLS Listing,,Condo/Co-op,242-05 61 Ave Unit F13 Lower,Little Neck,NY,11362,369000,3,1.0,Beech Hills,1050,,1950,2,351,1325,Active,,,https://www.redfin.com/NY/Little-Neck/242-05-61st-Ave-11362/unit-F13-Lower/home/200858242,OneKey® MLS as Distributed by MLS Grid,970574,N,Y,40.7557839,-73.738878
MLS Listing,,Multi-Family (2-4 Unit),22 Brokaw Ave,Floral Park,NY,11001,990000,3,2.0,Floral Park,1884,4000,1935,2,525,,Active,,,https://www.redfin.com/NY/Floral-Park/22-Brokaw-Ave-11001/home/22845397,OneKey® MLS as Distributed by MLS Grid,968247,N,Y,40.728811,-73.7072249
MLS Listing,,Condo/Co-op,869 57th St #205,Brooklyn,NY,11220,668000,2,2.0,Brooklyn,603,,2016,2,1108,357,Active,,,https://www.redfin.com/NY/Brooklyn/869-57th-St-11220/unit-205/home/170449643,OneKey® MLS as Distributed by MLS Grid,971053,N,Y,40.6362946,-74.0060557
MLS Listing,,Single Family Residential,1655 Marine Pkwy,Brooklyn,NY,11234,1248000,3,2.0,Brooklyn,1176,3000,1925,2,1061,,Active,,,https://www.redfin.com/NY/Brooklyn/1655-Marine-Pkwy-11234/home/40874285,BNYMLS,499601,N,Y,40.6126473,-73.9416824
MLS Listing,,Condo/Co-op,3299 Cambridge Ave Unit 3E,Bronx,NY,10463,349900,2,2.0,Bronx,1000,,1954,2,350,,Active,,,https://www.redfin.com/NY/Bronx/3299-Cambridge-Ave-10463/unit-3E/home/44771222,OneKey® MLS as Distributed by MLS Grid,966306,N,Y,40.8850633,-73.9084715
MLS Listing,,Single Family Residential,3031 Edson Ave,Bronx,NY,10469,699000,3,2.5,Bronx,1674,1692,1955,2,418,,Pre On-Market,,,https://www.redfin.com/NY/Bronx/3031-Edson-Ave-10469/home/44782380,OneKey® MLS as Distributed by MLS Grid,971232,N,Y,40.8727605,-73.835527
MLS Listing,,Single Family Residential,880 68th St Unit 5a,Brooklyn,NY,11220,439999,1,1.0,Dyker Heights,750,15200,1925,2,587,596,Active,,,https://www.redfin.com/NY/Brooklyn/880-68th-St-11220/unit-5A/home/174344219,SIBORMLS,2601286,N,Y,40.6296238,-74.0125841
MLS Listing,,Multi-Family (2-4 Unit),2503 E 19th St,Brooklyn,NY,11235,1599000,11,6.0,Brooklyn,5042,2617,1928,2,317,,Active,,,https://www.redfin.com/NY/Brooklyn/2503-E-19th-St-11235/home/40866561,BNYMLS,499583,N,Y,40.5903452,-73.9506659
